[5, 6]
[10, 45]
[13, 49]
[15, 50]
[26, 61]
[28, 64]
[32, 68]
[37, 73]
[39, 5]
[39, 74]
[43, 79]
[45, 80]
[49, 50]
[49, 15]
[53, 89]
[53, 88]
[56, 22]
[56, 92]
[56, 91]
[59, 94]
[61, 97]
[64, 100]
[68, 103]
[70, 105]
[73, 74]
[73, 39]
[73, 109]
[74, 109]
[77, 43]
[77, 112]
[79, 80]
[79, 45]
[83, 49]
[83, 119]
[83, 118]
[87, 88]
[87, 53]
[88, 89]
[88, 124]
[89, 90]
[89, 124]
[90, 91]
[90, 56]
[91, 92]
[92, 93]
[92, 128]
[93, 94]
[93, 59]
[93, 129]
[93, 128]
[94, 130]
[94, 129]
[97, 133]
[97, 132]
[100, 101]
[100, 136]
[100, 135]
[101, 102]
[101, 137]
[101, 136]
[102, 103]
[102, 68]
[102, 137]
[103, 139]
[105, 141]
[109, 145]
[111, 112]
[111, 77]
[111, 147]
[111, 146]
[112, 147]
[117, 118]
[117, 83]
[117, 153]
[118, 119]
[118, 154]
[118, 153]
[119, 120]
[119, 155]
[119, 154]
[120, 155]
[124, 90]
[124, 160]
[124, 159]
[128, 129]
[128, 94]
[129, 130]
[129, 165]
[130, 131]
[130, 166]
[130, 165]
[131, 132]
[131, 97]
[131, 167]
[131, 166]
[132, 133]
[132, 167]
[133, 134]
[133, 169]
[134, 135]
[134, 100]
[134, 170]
[134, 169]
[135, 136]
[135, 101]
[135, 171]
[135, 170]
[136, 137]
[136, 102]
[136, 171]
[137, 103]
[141, 142]
[141, 177]
[141, 176]
[142, 143]
[142, 177]
[143, 109]
[145, 146]
[145, 111]
[145, 181]
[146, 147]
[146, 112]
[146, 181]
[147, 183]
[151, 117]
[151, 187]
[153, 154]
[153, 119]
[153, 188]
[154, 155]
[154, 120]
[155, 191]
[159, 160]
[160, 161]
[160, 196]
[161, 197]
[161, 196]
[165, 166]
[165, 131]
[165, 201]
[166, 167]
[166, 132]
[166, 201]
[167, 133]
[169, 170]
[169, 135]
[169, 204]
[170, 171]
[170, 136]
[171, 137]
[171, 207]
[175, 176]
[175, 141]
[175, 210]
[176, 177]
[176, 142]
[177, 143]
[177, 213]
[181, 147]
[183, 184]
[184, 185]
[185, 151]
[185, 221]
[187, 188]
[187, 153]
[187, 222]
[188, 154]
[188, 224]
[191, 157]
[191, 227]
[196, 197]
[196, 232]
[197, 232]
[199, 165]
[199, 234]
[201, 167]
[201, 237]
[204, 170]
[207, 208]
[207, 242]
[208, 244]
[210, 176]
[213, 214]
[221, 222]
[221, 187]
[222, 188]
[224, 225]
[225, 191]
[230, 196]
[237, 238]
[238, 204]
[242, 208]
