[7, 8]
[8, 44]
[10, 11]
[10, 46]
[11, 47]
[11, 46]
[13, 48]
[16, 52]
[20, 21]
[20, 55]
[21, 22]
[21, 57]
[22, 23]
[22, 57]
[23, 24]
[24, 60]
[29, 64]
[34, 69]
[44, 10]
[44, 80]
[46, 47]
[46, 82]
[46, 81]
[47, 48]
[47, 13]
[47, 83]
[47, 82]
[48, 83]
[50, 16]
[50, 86]
[52, 53]
[53, 89]
[55, 21]
[55, 90]
[57, 23]
[57, 93]
[60, 61]
[61, 62]
[61, 97]
[62, 63]
[62, 98]
[62, 97]
[63, 64]
[63, 29]
[63, 98]
[66, 101]
[69, 104]
[71, 107]
[71, 106]
[74, 110]
[76, 77]
[76, 111]
[80, 81]
[80, 46]
[80, 116]
[80, 115]
[81, 82]
[81, 47]
[81, 116]
[82, 83]
[82, 48]
[86, 52]
[86, 121]
[89, 90]
[89, 55]
[89, 125]
[90, 125]
[93, 128]
[97, 98]
[97, 63]
[97, 133]
[98, 64]
[98, 133]
[101, 136]
[104, 139]
[105, 106]
[105, 71]
[105, 141]
[106, 107]
[106, 141]
[107, 108]
[108, 74]
[110, 111]
[110, 76]
[110, 145]
[111, 77]
[111, 147]
[114, 115]
[114, 80]
[114, 150]
[114, 149]
[115, 116]
[115, 81]
[115, 150]
[116, 82]
[116, 152]
[121, 157]
[121, 156]
[123, 89]
[123, 158]
[125, 161]
[130, 131]
[131, 97]
[133, 168]
[135, 136]
[135, 101]
[135, 170]
[136, 172]
[138, 139]
[138, 104]
[138, 174]
[139, 174]
[141, 107]
[141, 177]
[145, 111]
[145, 181]
[147, 183]
[147, 182]
[149, 150]
[149, 115]
[149, 184]
[150, 116]
[152, 153]
[152, 188]
[152, 187]
[153, 189]
[153, 188]
[156, 157]
[156, 192]
[157, 158]
[157, 123]
[157, 192]
[161, 162]
[162, 128]
[168, 204]
[170, 136]
[172, 138]
[172, 208]
[175, 141]
[181, 182]
[181, 147]
[181, 217]
[182, 183]
[182, 217]
[183, 184]
[183, 149]
[184, 150]
[184, 220]
[187, 188]
[187, 153]
[187, 223]
[187, 222]
[188, 189]
[188, 224]
[188, 223]
[189, 224]
[192, 158]
[204, 170]
[208, 174]
[208, 244]
[208, 243]
[217, 183]
[222, 223]
[222, 188]
[223, 224]
[223, 189]
[226, 192]
[232, 233]
[233, 234]
[238, 204]
[241, 242]
[242, 243]
[242, 208]
[243, 244]
