[2, 38]
[4, 5]
[4, 40]
[5, 6]
[5, 41]
[5, 40]
[6, 42]
[6, 41]
[12, 13]
[12, 48]
[13, 14]
[13, 48]
[14, 15]
[20, 55]
[22, 57]
[24, 25]
[24, 60]
[24, 59]
[25, 26]
[25, 60]
[26, 27]
[26, 62]
[27, 62]
[30, 31]
[30, 66]
[31, 32]
[31, 66]
[36, 2]
[36, 71]
[38, 4]
[40, 41]
[40, 6]
[41, 42]
[44, 45]
[44, 80]
[44, 79]
[45, 46]
[45, 81]
[45, 80]
[46, 12]
[46, 81]
[48, 14]
[48, 84]
[57, 93]
[57, 92]
[59, 60]
[59, 25]
[59, 95]
[60, 26]
[60, 96]
[60, 95]
[62, 98]
[66, 32]
[71, 107]
[79, 80]
[79, 45]
[79, 115]
[79, 114]
[80, 81]
[80, 46]
[80, 116]
[80, 115]
[81, 116]
[84, 85]
[84, 120]
[85, 121]
[85, 120]
[89, 55]
[89, 125]
[92, 93]
[92, 127]
[93, 59]
[95, 96]
[95, 130]
[96, 62]
[96, 132]
[98, 99]
[98, 133]
[99, 135]
[105, 71]
[107, 142]
[111, 112]
[111, 146]
[112, 113]
[113, 114]
[113, 79]
[114, 115]
[114, 80]
[114, 150]
[115, 116]
[115, 81]
[115, 150]
[116, 152]
[120, 121]
[120, 156]
[121, 87]
[121, 156]
[125, 161]
[127, 93]
[127, 162]
[130, 96]
[130, 165]
[132, 133]
[132, 98]
[132, 167]
[133, 99]
[133, 169]
[135, 136]
[135, 171]
[135, 170]
[136, 137]
[136, 172]
[136, 171]
[137, 138]
[137, 172]
[142, 178]
[142, 177]
[145, 146]
[145, 111]
[145, 181]
[146, 112]
[146, 181]
[150, 116]
[150, 185]
[152, 187]
[159, 125]
[159, 194]
[161, 162]
[161, 127]
[161, 197]
[161, 196]
[162, 198]
[162, 197]
[167, 133]
[167, 202]
[169, 170]
[169, 135]
[169, 205]
[170, 171]
[170, 136]
[170, 206]
[170, 205]
[171, 172]
[171, 137]
[171, 206]
[172, 138]
[172, 208]
[175, 210]
[177, 178]
[177, 213]
[178, 213]
[185, 221]
[187, 223]
[190, 156]
[190, 226]
[194, 229]
[196, 197]
[196, 162]
[197, 198]
[198, 199]
[199, 165]
[199, 235]
[205, 206]
[205, 171]
[205, 240]
[206, 172]
[208, 243]
[215, 181]
[218, 219]
[219, 185]
[221, 187]
[223, 224]
[224, 190]
[228, 229]
[228, 194]
[235, 236]
[236, 202]
[239, 240]
[239, 205]
[240, 206]
