[0, 35]
[2, 37]
[4, 40]
[8, 9]
[8, 43]
[9, 10]
[9, 45]
[10, 11]
[10, 45]
[11, 12]
[11, 47]
[12, 13]
[12, 48]
[12, 47]
[13, 48]
[15, 16]
[15, 51]
[16, 17]
[16, 51]
[17, 53]
[21, 22]
[21, 57]
[22, 23]
[22, 58]
[22, 57]
[23, 24]
[23, 58]
[24, 25]
[24, 60]
[25, 61]
[25, 60]
[28, 29]
[28, 64]
[29, 65]
[29, 64]
[31, 66]
[33, 34]
[35, 70]
[37, 73]
[40, 6]
[40, 76]
[40, 75]
[43, 9]
[43, 79]
[43, 78]
[45, 11]
[45, 81]
[47, 48]
[47, 13]
[47, 83]
[47, 82]
[48, 84]
[48, 83]
[51, 17]
[53, 19]
[53, 88]
[57, 58]
[57, 23]
[58, 24]
[60, 61]
[60, 96]
[60, 95]
[61, 62]
[61, 97]
[61, 96]
[62, 28]
[62, 97]
[64, 65]
[64, 100]
[65, 66]
[65, 31]
[65, 100]
[70, 105]
[73, 74]
[74, 75]
[74, 40]
[74, 110]
[75, 76]
[75, 111]
[75, 110]
[76, 77]
[76, 111]
[77, 78]
[77, 43]
[77, 113]
[78, 79]
[78, 113]
[79, 45]
[79, 115]
[81, 82]
[81, 47]
[81, 117]
[81, 116]
[82, 83]
[82, 48]
[82, 118]
[82, 117]
[83, 84]
[83, 118]
[84, 85]
[85, 51]
[88, 124]
[88, 123]
[91, 57]
[91, 127]
[95, 96]
[95, 61]
[95, 131]
[96, 97]
[96, 62]
[96, 132]
[96, 131]
[97, 133]
[97, 132]
[100, 66]
[100, 136]
[103, 104]
[103, 139]
[103, 138]
[104, 139]
[105, 141]
[107, 73]
[110, 111]
[110, 76]
[110, 146]
[111, 77]
[111, 147]
[111, 146]
[113, 79]
[115, 116]
[115, 81]
[115, 151]
[116, 117]
[116, 82]
[116, 152]
[116, 151]
[117, 118]
[117, 83]
[117, 152]
[118, 84]
[118, 154]
[123, 124]
[123, 159]
[123, 158]
[124, 125]
[124, 160]
[124, 159]
[125, 91]
[125, 161]
[125, 160]
[127, 128]
[127, 163]
[127, 162]
[128, 129]
[128, 164]
[128, 163]
[129, 95]
[129, 165]
[129, 164]
[131, 132]
[131, 97]
[131, 167]
[131, 166]
[132, 133]
[132, 167]
[133, 169]
[136, 137]
[136, 171]
[137, 138]
[137, 103]
[137, 173]
[138, 139]
[138, 104]
[138, 174]
[138, 173]
[139, 174]
[141, 107]
[141, 177]
[146, 147]
[146, 182]
[147, 113]
[147, 183]
[147, 182]
[151, 152]
[151, 117]
[151, 187]
[151, 186]
[152, 118]
[152, 188]
[152, 187]
[154, 155]
[154, 190]
[155, 156]
[155, 191]
[155, 190]
[156, 157]
[156, 191]
[157, 158]
[157, 123]
[158, 159]
[158, 124]
[159, 160]
[159, 125]
[159, 195]
[160, 161]
[160, 195]
[161, 162]
[161, 127]
[161, 197]
[162, 163]
[162, 128]
[162, 197]
[163, 164]
[163, 129]
[164, 165]
[164, 200]
[165, 166]
[165, 131]
[165, 201]
[165, 200]
[166, 167]
[166, 132]
[166, 201]
[167, 133]
[169, 170]
[169, 204]
[170, 171]
[170, 136]
[170, 206]
[171, 137]
[171, 207]
[171, 206]
[173, 174]
[173, 139]
[173, 208]
[177, 178]
[177, 212]
[178, 179]
[179, 215]
[182, 183]
[183, 219]
[185, 186]
[185, 151]
[186, 187]
[186, 152]
[187, 188]
[187, 223]
[188, 154]
[188, 224]
[188, 223]
[190, 191]
[190, 156]
[191, 157]
[195, 161]
[197, 163]
[197, 232]
[200, 201]
[200, 166]
[200, 236]
[200, 235]
[201, 167]
[201, 236]
[204, 170]
[204, 240]
[206, 207]
[206, 242]
[206, 241]
[207, 208]
[207, 173]
[207, 242]
[208, 174]
[210, 211]
[211, 212]
[211, 177]
[212, 178]
[215, 216]
[216, 182]
[219, 185]
[223, 224]
[224, 190]
[235, 236]
[235, 201]
[238, 204]
[240, 241]
[240, 206]
[241, 242]
[241, 207]
[242, 208]
