[0, 35]
[12, 48]
[12, 47]
[15, 51]
[17, 18]
[17, 52]
[18, 19]
[18, 54]
[19, 54]
[22, 23]
[22, 58]
[23, 58]
[26, 62]
[29, 30]
[29, 65]
[30, 65]
[34, 69]
[35, 71]
[35, 70]
[42, 43]
[43, 9]
[47, 48]
[51, 52]
[51, 17]
[51, 87]
[52, 18]
[52, 87]
[54, 90]
[62, 63]
[63, 29]
[68, 69]
[68, 34]
[68, 103]
[70, 71]
[73, 74]
[87, 123]
[90, 126]
[90, 125]
[92, 58]
[102, 103]
[102, 68]
[103, 69]
[103, 139]
[112, 148]
[114, 80]
[114, 150]
[118, 154]
[123, 124]
[123, 158]
[124, 125]
[124, 90]
[124, 160]
[125, 126]
[125, 160]
[126, 92]
[130, 166]
[132, 133]
[133, 169]
[144, 180]
[144, 179]
[148, 114]
[150, 186]
[154, 120]
[158, 124]
[158, 194]
[158, 193]
[160, 126]
[166, 132]
[169, 135]
[169, 205]
[169, 204]
[172, 173]
[173, 139]
[173, 209]
[179, 180]
[180, 181]
[181, 182]
[181, 217]
[182, 148]
[182, 218]
[182, 217]
[188, 154]
[192, 193]
[192, 158]
[193, 194]
[194, 160]
[194, 230]
[204, 205]
[211, 212]
[212, 213]
[213, 179]
[217, 218]
[220, 186]
[226, 192]
[242, 243]
[243, 209]
