[0, 1]
[3, 38]
[6, 42]
[11, 12]
[12, 48]
[19, 20]
[20, 21]
[21, 57]
[28, 29]
[28, 64]
[29, 65]
[29, 64]
[31, 32]
[31, 67]
[32, 33]
[32, 67]
[33, 34]
[33, 69]
[34, 69]
[38, 73]
[40, 6]
[42, 78]
[42, 77]
[48, 14]
[48, 84]
[48, 83]
[51, 52]
[51, 87]
[52, 53]
[52, 88]
[52, 87]
[53, 19]
[53, 89]
[53, 88]
[57, 93]
[59, 60]
[59, 94]
[60, 26]
[60, 96]
[64, 65]
[64, 100]
[65, 31]
[65, 101]
[65, 100]
[67, 33]
[70, 71]
[70, 106]
[70, 105]
[71, 107]
[71, 106]
[73, 109]
[73, 108]
[77, 78]
[77, 113]
[78, 79]
[78, 113]
[79, 80]
[79, 115]
[80, 116]
[80, 115]
[83, 84]
[84, 120]
[87, 88]
[87, 53]
[88, 89]
[88, 124]
[89, 90]
[89, 124]
[93, 94]
[93, 59]
[93, 129]
[94, 60]
[94, 130]
[94, 129]
[96, 97]
[96, 131]
[97, 98]
[97, 133]
[98, 64]
[98, 133]
[100, 101]
[101, 67]
[101, 137]
[105, 106]
[105, 71]
[105, 141]
[106, 107]
[106, 141]
[107, 108]
[107, 73]
[107, 143]
[108, 109]
[108, 144]
[108, 143]
[109, 144]
[113, 79]
[113, 148]
[115, 116]
[116, 117]
[117, 83]
[120, 121]
[120, 156]
[120, 155]
[121, 87]
[121, 157]
[121, 156]
[124, 90]
[127, 93]
[127, 162]
[129, 130]
[130, 131]
[130, 96]
[131, 97]
[131, 167]
[133, 169]
[137, 173]
[141, 107]
[141, 176]
[143, 144]
[143, 109]
[146, 182]
[148, 184]
[154, 155]
[154, 120]
[155, 156]
[155, 121]
[155, 191]
[156, 157]
[156, 191]
[157, 158]
[157, 193]
[158, 124]
[158, 193]
[161, 162]
[161, 127]
[161, 197]
[162, 198]
[162, 197]
[167, 133]
[167, 203]
[167, 202]
[169, 170]
[169, 205]
[170, 205]
[175, 176]
[175, 141]
[175, 211]
[175, 210]
[176, 211]
[182, 148]
[184, 219]
[186, 187]
[186, 222]
[186, 221]
[187, 188]
[187, 222]
[188, 154]
[191, 157]
[191, 226]
[197, 198]
[197, 233]
[198, 233]
[202, 203]
[203, 169]
[203, 239]
[205, 241]
[210, 211]
[210, 176]
[221, 222]
[221, 187]
[222, 188]
[230, 231]
[231, 197]
[239, 205]
