[0, 35]
[3, 4]
[3, 38]
[6, 41]
[8, 9]
[12, 47]
[17, 18]
[27, 28]
[30, 66]
[37, 38]
[37, 3]
[37, 73]
[38, 4]
[38, 73]
[41, 76]
[46, 47]
[46, 12]
[46, 82]
[46, 81]
[47, 82]
[49, 50]
[49, 85]
[49, 84]
[50, 51]
[50, 85]
[51, 17]
[56, 57]
[57, 23]
[57, 93]
[66, 102]
[66, 101]
[69, 104]
[76, 111]
[78, 79]
[78, 114]
[79, 114]
[81, 82]
[81, 47]
[81, 117]
[82, 118]
[82, 117]
[84, 85]
[84, 50]
[85, 51]
[85, 121]
[93, 129]
[95, 130]
[97, 133]
[97, 132]
[101, 102]
[101, 136]
[106, 107]
[106, 141]
[107, 73]
[111, 147]
[117, 118]
[118, 84]
[121, 156]
[127, 93]
[127, 162]
[129, 130]
[129, 95]
[129, 164]
[132, 133]
[132, 168]
[132, 167]
[133, 99]
[133, 168]
[136, 102]
[136, 172]
[136, 171]
[141, 107]
[141, 177]
[141, 176]
[147, 183]
[147, 182]
[151, 117]
[151, 186]
[156, 192]
[156, 191]
[162, 197]
[164, 130]
[164, 199]
[167, 168]
[167, 133]
[168, 204]
[171, 172]
[176, 177]
[177, 178]
[181, 182]
[181, 147]
[181, 216]
[182, 183]
[183, 184]
[184, 185]
[185, 186]
[185, 151]
[186, 222]
[188, 223]
[190, 191]
[190, 156]
[190, 225]
[191, 192]
[191, 227]
[192, 193]
[192, 228]
[192, 227]
[193, 229]
[193, 228]
[197, 233]
[197, 232]
[199, 234]
[201, 167]
[201, 237]
[201, 236]
[204, 205]
[205, 171]
[209, 244]
[210, 176]
[216, 182]
[222, 223]
[222, 188]
[225, 191]
[227, 228]
[227, 193]
[228, 229]
[232, 233]
[233, 234]
[233, 199]
[236, 237]
[237, 238]
[238, 204]
[243, 244]
[243, 209]
