[0, 35]
[2, 38]
[4, 40]
[6, 7]
[6, 41]
[7, 8]
[8, 9]
[11, 12]
[11, 47]
[11, 46]
[12, 48]
[12, 47]
[18, 19]
[18, 54]
[18, 53]
[19, 20]
[19, 54]
[20, 21]
[20, 56]
[21, 22]
[21, 57]
[21, 56]
[22, 58]
[22, 57]
[26, 27]
[26, 62]
[26, 61]
[27, 62]
[30, 66]
[30, 65]
[33, 69]
[38, 4]
[40, 41]
[40, 6]
[40, 75]
[41, 7]
[46, 47]
[46, 12]
[46, 82]
[47, 48]
[47, 82]
[48, 14]
[48, 84]
[52, 53]
[52, 18]
[52, 88]
[52, 87]
[53, 54]
[53, 19]
[53, 89]
[53, 88]
[54, 20]
[54, 89]
[56, 57]
[56, 22]
[56, 91]
[57, 58]
[60, 61]
[60, 26]
[60, 96]
[60, 95]
[61, 62]
[61, 27]
[61, 97]
[61, 96]
[62, 98]
[62, 97]
[65, 66]
[65, 100]
[69, 104]
[72, 38]
[72, 108]
[75, 41]
[75, 111]
[75, 110]
[79, 114]
[82, 48]
[84, 85]
[84, 120]
[85, 86]
[85, 121]
[85, 120]
[86, 87]
[86, 52]
[86, 122]
[86, 121]
[87, 88]
[87, 53]
[87, 123]
[87, 122]
[88, 89]
[88, 54]
[88, 124]
[88, 123]
[89, 125]
[89, 124]
[91, 57]
[91, 127]
[91, 126]
[95, 96]
[95, 61]
[95, 131]
[96, 97]
[96, 62]
[96, 132]
[96, 131]
[97, 98]
[97, 132]
[98, 134]
[100, 66]
[100, 136]
[100, 135]
[103, 104]
[103, 69]
[103, 139]
[104, 139]
[106, 72]
[108, 109]
[108, 144]
[109, 110]
[109, 75]
[109, 145]
[109, 144]
[110, 111]
[110, 145]
[113, 114]
[113, 79]
[113, 149]
[114, 150]
[114, 149]
[116, 82]
[116, 151]
[120, 121]
[120, 86]
[120, 156]
[121, 122]
[121, 87]
[121, 157]
[121, 156]
[122, 123]
[122, 88]
[122, 157]
[123, 124]
[123, 89]
[123, 159]
[124, 125]
[124, 160]
[124, 159]
[125, 126]
[125, 91]
[125, 161]
[125, 160]
[126, 127]
[126, 161]
[127, 128]
[127, 163]
[128, 164]
[128, 163]
[131, 132]
[131, 97]
[131, 166]
[132, 98]
[132, 168]
[134, 135]
[134, 100]
[134, 170]
[135, 136]
[135, 171]
[135, 170]
[136, 171]
[139, 174]
[140, 106]
[140, 176]
[144, 145]
[144, 110]
[144, 179]
[145, 111]
[145, 181]
[149, 150]
[149, 185]
[149, 184]
[150, 151]
[150, 116]
[150, 185]
[151, 187]
[153, 154]
[154, 120]
[156, 157]
[156, 122]
[156, 192]
[157, 123]
[157, 193]
[157, 192]
[159, 160]
[159, 125]
[159, 195]
[160, 161]
[160, 126]
[160, 196]
[160, 195]
[161, 127]
[161, 197]
[161, 196]
[163, 164]
[163, 199]
[163, 198]
[164, 200]
[164, 199]
[166, 132]
[166, 202]
[168, 134]
[168, 204]
[168, 203]
[170, 171]
[170, 136]
[170, 206]
[170, 205]
[171, 206]
[174, 209]
[176, 212]
[179, 145]
[179, 215]
[179, 214]
[181, 217]
[184, 185]
[184, 150]
[184, 220]
[184, 219]
[185, 151]
[185, 221]
[185, 220]
[187, 153]
[187, 222]
[192, 193]
[193, 159]
[195, 196]
[195, 161]
[196, 197]
[196, 232]
[197, 198]
[197, 163]
[197, 232]
[198, 199]
[198, 164]
[199, 200]
[199, 235]
[200, 166]
[200, 236]
[200, 235]
[202, 203]
[202, 168]
[202, 238]
[203, 204]
[203, 239]
[203, 238]
[204, 205]
[204, 170]
[204, 239]
[205, 206]
[205, 171]
[206, 242]
[208, 209]
[208, 174]
[208, 244]
[209, 244]
[210, 176]
[214, 215]
[215, 181]
[217, 218]
[218, 219]
[218, 184]
[219, 220]
[219, 185]
[220, 221]
[221, 222]
[221, 187]
[224, 225]
[225, 226]
[226, 192]
[232, 198]
[235, 236]
[236, 202]
[238, 239]
[238, 204]
[239, 205]
[242, 208]
