[4, 40]
[10, 46]
[10, 45]
[14, 15]
[14, 50]
[15, 51]
[15, 50]
[17, 18]
[17, 52]
[18, 19]
[18, 54]
[19, 20]
[19, 54]
[20, 21]
[20, 56]
[21, 56]
[24, 25]
[25, 26]
[28, 64]
[28, 63]
[33, 34]
[33, 68]
[37, 72]
[40, 6]
[45, 46]
[45, 81]
[45, 80]
[46, 47]
[46, 81]
[47, 48]
[47, 83]
[48, 14]
[48, 83]
[50, 51]
[50, 86]
[50, 85]
[51, 52]
[51, 17]
[51, 87]
[51, 86]
[52, 18]
[52, 88]
[52, 87]
[54, 20]
[54, 89]
[56, 92]
[56, 91]
[58, 24]
[58, 93]
[63, 64]
[63, 98]
[64, 65]
[64, 100]
[65, 66]
[65, 101]
[65, 100]
[66, 67]
[66, 102]
[66, 101]
[67, 68]
[67, 33]
[67, 102]
[68, 34]
[71, 72]
[71, 37]
[80, 81]
[80, 46]
[81, 47]
[83, 119]
[83, 118]
[85, 86]
[85, 51]
[85, 121]
[85, 120]
[86, 87]
[86, 52]
[86, 121]
[87, 88]
[88, 89]
[88, 54]
[88, 124]
[89, 124]
[91, 92]
[91, 126]
[92, 93]
[92, 58]
[93, 129]
[97, 98]
[97, 63]
[97, 132]
[98, 64]
[100, 101]
[100, 66]
[100, 136]
[101, 102]
[101, 67]
[101, 137]
[101, 136]
[102, 68]
[102, 137]
[105, 71]
[105, 140]
[110, 111]
[110, 146]
[110, 145]
[111, 112]
[111, 146]
[112, 113]
[118, 119]
[118, 154]
[119, 120]
[119, 85]
[119, 154]
[120, 121]
[120, 86]
[121, 87]
[126, 92]
[126, 162]
[126, 161]
[129, 130]
[129, 164]
[130, 166]
[132, 98]
[136, 137]
[136, 102]
[136, 171]
[137, 173]
[140, 176]
[145, 146]
[145, 111]
[145, 180]
[146, 112]
[152, 118]
[152, 188]
[154, 120]
[158, 124]
[158, 194]
[161, 162]
[162, 163]
[162, 198]
[163, 164]
[163, 129]
[163, 198]
[164, 130]
[166, 132]
[166, 201]
[169, 170]
[170, 171]
[170, 136]
[171, 137]
[173, 209]
[173, 208]
[176, 177]
[177, 213]
[180, 146]
[180, 215]
[183, 184]
[183, 218]
[186, 152]
[186, 222]
[188, 154]
[191, 192]
[192, 158]
[194, 195]
[194, 230]
[194, 229]
[195, 161]
[195, 230]
[198, 164]
[198, 233]
[203, 169]
[203, 239]
[203, 238]
[208, 209]
[210, 176]
[218, 184]
[222, 188]
[229, 230]
[229, 195]
[235, 201]
[238, 239]
