[0, 35]
[2, 3]
[2, 38]
[3, 4]
[3, 38]
[4, 5]
[5, 41]
[10, 45]
[18, 54]
[18, 53]
[21, 57]
[21, 56]
[26, 61]
[28, 64]
[33, 34]
[33, 69]
[34, 69]
[35, 71]
[35, 70]
[38, 4]
[38, 73]
[41, 76]
[44, 45]
[44, 10]
[44, 80]
[45, 80]
[50, 86]
[52, 53]
[52, 18]
[52, 87]
[53, 54]
[56, 57]
[56, 92]
[57, 23]
[57, 93]
[57, 92]
[60, 61]
[60, 26]
[60, 95]
[61, 97]
[64, 65]
[64, 99]
[65, 101]
[67, 33]
[67, 103]
[69, 104]
[70, 71]
[71, 72]
[72, 73]
[72, 38]
[78, 44]
[78, 114]
[78, 113]
[80, 115]
[83, 119]
[83, 118]
[86, 87]
[86, 52]
[87, 53]
[87, 123]
[92, 93]
[92, 128]
[92, 127]
[93, 94]
[93, 128]
[94, 95]
[94, 60]
[94, 130]
[95, 61]
[95, 130]
[97, 98]
[98, 99]
[98, 64]
[99, 65]
[99, 135]
[101, 67]
[101, 137]
[103, 104]
[103, 69]
[110, 76]
[113, 114]
[113, 149]
[113, 148]
[114, 115]
[114, 80]
[114, 149]
[118, 119]
[118, 154]
[118, 153]
[119, 120]
[119, 155]
[119, 154]
[120, 86]
[120, 155]
[123, 124]
[123, 159]
[124, 160]
[124, 159]
[127, 128]
[127, 93]
[128, 94]
[135, 101]
[137, 103]
[137, 172]
[140, 141]
[140, 175]
[141, 142]
[142, 143]
[142, 178]
[143, 178]
[148, 149]
[148, 114]
[149, 115]
[149, 185]
[152, 153]
[152, 118]
[153, 154]
[153, 119]
[154, 155]
[154, 120]
[154, 190]
[155, 191]
[155, 190]
[157, 123]
[157, 193]
[159, 160]
[159, 195]
[159, 194]
[160, 161]
[160, 195]
[161, 127]
[161, 197]
[167, 168]
[167, 203]
[168, 169]
[168, 204]
[168, 203]
[169, 135]
[169, 204]
[172, 207]
[175, 141]
[175, 210]
[178, 214]
[178, 213]
[185, 220]
[190, 191]
[190, 226]
[191, 157]
[191, 226]
[193, 194]
[193, 159]
[193, 228]
[194, 195]
[194, 160]
[195, 161]
[199, 234]
[203, 204]
[203, 169]
[204, 240]
[207, 242]
[213, 214]
[214, 215]
[215, 216]
[228, 194]
[237, 203]
