[0, 1]
[1, 2]
[2, 3]
[2, 38]
[3, 38]
[5, 41]
[7, 43]
[7, 42]
[15, 16]
[15, 51]
[16, 52]
[16, 51]
[24, 25]
[25, 26]
[30, 66]
[38, 74]
[38, 73]
[41, 42]
[41, 7]
[42, 43]
[42, 78]
[43, 79]
[43, 78]
[47, 48]
[47, 82]
[48, 84]
[51, 52]
[51, 87]
[51, 86]
[52, 87]
[58, 24]
[66, 32]
[73, 74]
[74, 75]
[75, 41]
[78, 79]
[82, 48]
[84, 85]
[84, 119]
[85, 86]
[85, 51]
[85, 121]
[86, 87]
[86, 52]
[86, 121]
[89, 90]
[90, 91]
[91, 92]
[92, 58]
[97, 133]
[97, 132]
[112, 78]
[119, 85]
[121, 87]
[129, 95]
[129, 164]
[132, 133]
[133, 134]
[133, 169]
[134, 135]
[134, 170]
[134, 169]
[135, 170]
[137, 173]
[137, 172]
[140, 141]
[140, 176]
[141, 142]
[141, 176]
[142, 143]
[149, 150]
[149, 184]
[150, 151]
[150, 186]
[151, 186]
[153, 119]
[161, 197]
[169, 170]
[169, 135]
[169, 204]
[172, 173]
[172, 208]
[172, 207]
[173, 208]
[176, 142]
[180, 181]
[183, 184]
[183, 149]
[183, 219]
[184, 150]
[184, 219]
[186, 222]
[194, 195]
[195, 161]
[203, 204]
[203, 169]
[204, 170]
[204, 240]
[207, 208]
[207, 173]
[207, 243]
[207, 242]
[208, 243]
[210, 176]
[234, 235]
[235, 236]
[240, 241]
[241, 242]
[241, 207]
[242, 243]
[242, 208]
