[2, 3]
[3, 39]
[6, 7]
[6, 41]
[9, 45]
[11, 47]
[16, 17]
[17, 18]
[17, 53]
[18, 54]
[18, 53]
[24, 59]
[27, 28]
[27, 62]
[28, 64]
[32, 67]
[36, 2]
[36, 71]
[41, 7]
[45, 11]
[45, 81]
[45, 80]
[47, 82]
[49, 50]
[49, 85]
[50, 16]
[50, 86]
[50, 85]
[53, 54]
[61, 62]
[61, 27]
[61, 97]
[62, 28]
[62, 98]
[62, 97]
[64, 65]
[65, 66]
[65, 101]
[66, 67]
[66, 32]
[66, 102]
[66, 101]
[67, 103]
[67, 102]
[71, 106]
[79, 80]
[79, 45]
[79, 115]
[80, 81]
[80, 115]
[81, 82]
[81, 47]
[85, 86]
[85, 121]
[85, 120]
[86, 87]
[86, 121]
[87, 53]
[91, 127]
[91, 126]
[97, 98]
[97, 132]
[98, 64]
[98, 134]
[101, 102]
[101, 67]
[101, 137]
[101, 136]
[102, 103]
[102, 137]
[103, 104]
[105, 106]
[105, 71]
[105, 141]
[105, 140]
[106, 141]
[111, 112]
[111, 146]
[115, 81]
[115, 151]
[120, 121]
[120, 86]
[120, 156]
[121, 87]
[121, 157]
[121, 156]
[126, 127]
[126, 162]
[126, 161]
[127, 128]
[127, 162]
[128, 129]
[132, 98]
[132, 168]
[136, 137]
[136, 102]
[136, 172]
[137, 103]
[137, 172]
[140, 141]
[140, 106]
[140, 176]
[141, 176]
[143, 109]
[146, 112]
[146, 182]
[146, 181]
[151, 187]
[154, 120]
[154, 189]
[156, 157]
[156, 192]
[157, 158]
[157, 193]
[157, 192]
[158, 124]
[158, 193]
[161, 162]
[161, 127]
[162, 128]
[162, 198]
[168, 134]
[168, 204]
[172, 207]
[181, 182]
[181, 217]
[182, 217]
[184, 220]
[187, 188]
[187, 222]
[188, 189]
[188, 154]
[192, 193]
[192, 158]
[192, 228]
[193, 229]
[193, 228]
[204, 205]
[205, 241]
[207, 243]
[207, 242]
[215, 181]
[222, 188]
[226, 192]
[228, 229]
[229, 230]
[232, 198]
[241, 242]
[241, 207]
[242, 243]
[243, 209]
