[3, 4]
[4, 40]
[6, 41]
[8, 44]
[8, 43]
[11, 12]
[11, 47]
[11, 46]
[12, 13]
[12, 48]
[12, 47]
[13, 14]
[13, 49]
[13, 48]
[14, 15]
[14, 49]
[17, 18]
[17, 53]
[17, 52]
[18, 54]
[18, 53]
[21, 22]
[21, 57]
[22, 58]
[22, 57]
[27, 62]
[29, 65]
[32, 68]
[32, 67]
[40, 41]
[40, 6]
[41, 77]
[43, 44]
[43, 79]
[43, 78]
[44, 79]
[46, 47]
[46, 12]
[47, 48]
[47, 13]
[48, 49]
[48, 14]
[49, 15]
[49, 85]
[52, 53]
[52, 18]
[52, 87]
[53, 54]
[53, 89]
[54, 89]
[57, 58]
[57, 93]
[58, 59]
[58, 94]
[58, 93]
[59, 94]
[62, 98]
[65, 66]
[65, 101]
[66, 67]
[66, 32]
[66, 102]
[66, 101]
[67, 68]
[67, 102]
[68, 104]
[77, 78]
[77, 43]
[77, 113]
[78, 79]
[78, 44]
[78, 113]
[79, 115]
[85, 86]
[85, 121]
[85, 120]
[86, 87]
[86, 52]
[86, 121]
[87, 53]
[87, 123]
[89, 125]
[89, 124]
[91, 57]
[91, 127]
[93, 94]
[93, 59]
[93, 128]
[98, 134]
[98, 133]
[101, 102]
[101, 67]
[102, 68]
[102, 138]
[105, 141]
[105, 140]
[113, 79]
[113, 149]
[113, 148]
[115, 151]
[120, 121]
[120, 86]
[121, 87]
[121, 157]
[123, 124]
[123, 89]
[123, 158]
[124, 125]
[124, 160]
[125, 91]
[125, 160]
[127, 128]
[127, 93]
[128, 94]
[128, 164]
[133, 134]
[133, 169]
[133, 168]
[134, 169]
[138, 104]
[138, 173]
[140, 141]
[140, 175]
[148, 149]
[148, 184]
[149, 115]
[149, 184]
[157, 158]
[157, 123]
[157, 192]
[158, 124]
[158, 194]
[164, 165]
[164, 199]
[165, 131]
[165, 201]
[168, 169]
[168, 134]
[168, 204]
[169, 205]
[169, 204]
[173, 208]
[175, 141]
[180, 215]
[184, 220]
[184, 219]
[190, 225]
[192, 158]
[192, 228]
[194, 160]
[199, 165]
[199, 234]
[201, 237]
[201, 236]
[204, 205]
[204, 240]
[205, 240]
[207, 208]
[207, 173]
[207, 243]
[208, 243]
[219, 220]
[228, 194]
[236, 237]
