[0, 35]
[4, 5]
[4, 39]
[7, 8]
[7, 42]
[8, 44]
[10, 11]
[11, 47]
[14, 15]
[15, 16]
[18, 54]
[20, 21]
[20, 56]
[20, 55]
[21, 56]
[31, 66]
[34, 69]
[39, 5]
[39, 74]
[42, 8]
[42, 77]
[44, 10]
[47, 83]
[54, 55]
[54, 20]
[55, 56]
[55, 21]
[55, 91]
[56, 91]
[58, 59]
[59, 95]
[62, 98]
[68, 69]
[68, 34]
[68, 103]
[74, 109]
[77, 113]
[77, 112]
[83, 119]
[86, 87]
[86, 121]
[87, 123]
[95, 96]
[95, 131]
[96, 62]
[96, 131]
[98, 99]
[98, 133]
[99, 100]
[99, 135]
[100, 66]
[100, 136]
[100, 135]
[103, 69]
[103, 138]
[107, 142]
[111, 112]
[111, 77]
[112, 113]
[113, 149]
[119, 155]
[119, 154]
[121, 87]
[121, 156]
[123, 124]
[123, 158]
[124, 125]
[124, 160]
[125, 91]
[125, 160]
[133, 99]
[135, 136]
[135, 171]
[136, 172]
[136, 171]
[142, 177]
[149, 185]
[153, 154]
[153, 119]
[153, 188]
[154, 155]
[155, 156]
[155, 121]
[156, 192]
[158, 124]
[158, 194]
[160, 196]
[162, 128]
[162, 197]
[165, 131]
[165, 201]
[171, 172]
[171, 206]
[172, 138]
[176, 177]
[176, 142]
[177, 213]
[179, 215]
[179, 214]
[185, 220]
[188, 154]
[192, 158]
[194, 160]
[196, 197]
[196, 162]
[196, 232]
[197, 233]
[197, 232]
[199, 165]
[199, 234]
[203, 239]
[205, 206]
[205, 171]
[205, 240]
[206, 172]
[206, 242]
[213, 214]
[213, 179]
[214, 215]
[219, 220]
[219, 185]
[222, 188]
[225, 226]
[226, 192]
[232, 233]
[233, 234]
[233, 199]
[239, 240]
[239, 205]
[240, 206]
