[0, 36]
[2, 3]
[3, 4]
[9, 10]
[14, 15]
[14, 50]
[14, 49]
[15, 51]
[15, 50]
[21, 57]
[29, 30]
[29, 64]
[30, 31]
[31, 32]
[32, 33]
[32, 68]
[33, 34]
[33, 69]
[33, 68]
[34, 69]
[36, 2]
[36, 72]
[49, 50]
[49, 15]
[49, 85]
[50, 51]
[50, 85]
[57, 92]
[64, 30]
[68, 69]
[68, 34]
[68, 103]
[70, 36]
[72, 108]
[72, 107]
[74, 75]
[74, 109]
[77, 113]
[77, 112]
[79, 80]
[79, 115]
[80, 115]
[85, 51]
[85, 121]
[88, 89]
[89, 90]
[90, 126]
[95, 96]
[96, 97]
[96, 132]
[97, 132]
[103, 69]
[103, 138]
[107, 108]
[107, 142]
[108, 109]
[108, 74]
[108, 144]
[109, 75]
[109, 144]
[112, 113]
[112, 148]
[112, 147]
[113, 79]
[113, 148]
[115, 150]
[117, 152]
[119, 85]
[119, 155]
[119, 154]
[121, 122]
[122, 88]
[126, 92]
[126, 162]
[126, 161]
[129, 95]
[135, 136]
[135, 171]
[136, 171]
[138, 174]
[138, 173]
[142, 108]
[142, 177]
[144, 179]
[146, 147]
[146, 112]
[146, 181]
[147, 148]
[147, 113]
[150, 186]
[152, 188]
[154, 155]
[155, 121]
[159, 194]
[161, 162]
[161, 196]
[166, 132]
[166, 201]
[171, 207]
[171, 206]
[173, 174]
[177, 213]
[177, 212]
[179, 214]
[181, 147]
[181, 217]
[181, 216]
[186, 152]
[188, 154]
[188, 224]
[194, 229]
[196, 162]
[196, 231]
[200, 201]
[200, 166]
[200, 236]
[200, 235]
[201, 236]
[206, 207]
[206, 241]
[207, 173]
[207, 243]
[212, 213]
[213, 214]
[213, 179]
[216, 217]
[217, 218]
[218, 219]
[234, 235]
[234, 200]
[235, 236]
[235, 201]
[238, 204]
[241, 207]
[243, 244]
