[0, 36]
[6, 7]
[6, 41]
[7, 8]
[7, 43]
[8, 43]
[11, 12]
[11, 47]
[12, 48]
[12, 47]
[14, 15]
[15, 51]
[17, 52]
[26, 27]
[27, 28]
[36, 37]
[36, 71]
[37, 38]
[38, 74]
[41, 7]
[41, 76]
[45, 11]
[47, 48]
[47, 83]
[48, 14]
[48, 84]
[48, 83]
[51, 52]
[51, 17]
[51, 87]
[52, 87]
[68, 69]
[68, 104]
[69, 104]
[71, 37]
[71, 106]
[74, 110]
[74, 109]
[76, 111]
[83, 84]
[83, 119]
[84, 119]
[87, 123]
[87, 122]
[90, 126]
[95, 96]
[95, 130]
[96, 97]
[97, 98]
[97, 133]
[98, 99]
[98, 133]
[99, 65]
[102, 68]
[105, 106]
[105, 71]
[105, 141]
[106, 142]
[106, 141]
[109, 110]
[109, 145]
[109, 144]
[110, 111]
[110, 76]
[110, 145]
[111, 147]
[113, 114]
[113, 149]
[114, 149]
[119, 155]
[121, 122]
[121, 87]
[121, 156]
[122, 123]
[123, 159]
[126, 161]
[130, 96]
[130, 165]
[133, 99]
[133, 169]
[141, 142]
[142, 143]
[142, 178]
[143, 144]
[143, 109]
[143, 178]
[144, 145]
[144, 110]
[145, 111]
[147, 113]
[147, 183]
[147, 182]
[151, 152]
[151, 186]
[155, 156]
[155, 121]
[155, 190]
[156, 122]
[165, 201]
[165, 200]
[169, 205]
[171, 172]
[172, 208]
[175, 141]
[175, 211]
[178, 144]
[178, 214]
[178, 213]
[182, 183]
[183, 149]
[186, 152]
[190, 156]
[190, 226]
[190, 225]
[198, 199]
[198, 234]
[198, 233]
[199, 200]
[199, 165]
[199, 235]
[199, 234]
[200, 201]
[200, 235]
[201, 202]
[205, 171]
[208, 209]
[208, 244]
[209, 244]
[211, 212]
[212, 213]
[212, 178]
[213, 214]
[220, 186]
[225, 226]
[228, 229]
[232, 233]
[232, 198]
[233, 234]
[233, 199]
[234, 235]
[234, 200]
[235, 201]
