[0, 35]
[2, 3]
[2, 37]
[3, 39]
[8, 44]
[8, 43]
[11, 12]
[11, 47]
[12, 13]
[12, 47]
[13, 14]
[18, 54]
[26, 27]
[26, 62]
[27, 28]
[27, 62]
[28, 29]
[32, 68]
[35, 70]
[37, 3]
[43, 44]
[44, 45]
[44, 80]
[45, 11]
[45, 81]
[45, 80]
[47, 13]
[47, 82]
[54, 55]
[55, 21]
[62, 28]
[66, 32]
[68, 34]
[68, 104]
[70, 105]
[80, 81]
[80, 115]
[81, 82]
[81, 47]
[85, 86]
[85, 121]
[85, 120]
[86, 87]
[86, 121]
[87, 123]
[92, 93]
[100, 66]
[100, 136]
[100, 135]
[105, 141]
[105, 140]
[109, 110]
[109, 145]
[110, 76]
[110, 146]
[110, 145]
[115, 81]
[115, 150]
[120, 121]
[120, 86]
[120, 156]
[120, 155]
[121, 87]
[121, 156]
[126, 92]
[126, 161]
[131, 167]
[131, 166]
[134, 135]
[134, 100]
[135, 136]
[140, 141]
[140, 176]
[141, 176]
[145, 146]
[150, 186]
[152, 188]
[155, 156]
[155, 121]
[161, 197]
[166, 167]
[166, 201]
[173, 174]
[173, 208]
[176, 212]
[186, 152]
[186, 221]
[188, 223]
[194, 195]
[194, 229]
[195, 161]
[201, 167]
[204, 239]
[208, 174]
[208, 243]
[212, 178]
[220, 221]
[220, 186]
[228, 229]
[228, 194]
[229, 195]
