[1, 37]
[3, 4]
[3, 38]
[4, 5]
[4, 40]
[5, 6]
[5, 40]
[6, 42]
[12, 48]
[17, 18]
[18, 19]
[18, 54]
[19, 55]
[19, 54]
[25, 60]
[28, 64]
[31, 32]
[35, 1]
[37, 38]
[37, 3]
[38, 4]
[38, 74]
[40, 6]
[40, 75]
[46, 12]
[46, 82]
[46, 81]
[48, 84]
[48, 83]
[54, 55]
[55, 56]
[55, 91]
[56, 57]
[56, 92]
[56, 91]
[57, 23]
[57, 92]
[64, 100]
[64, 99]
[74, 75]
[74, 40]
[74, 109]
[81, 82]
[81, 117]
[81, 116]
[82, 83]
[82, 48]
[82, 118]
[82, 117]
[83, 84]
[83, 118]
[84, 120]
[88, 54]
[91, 92]
[91, 57]
[92, 128]
[98, 99]
[98, 64]
[99, 100]
[100, 101]
[100, 136]
[101, 102]
[101, 137]
[101, 136]
[102, 103]
[102, 138]
[102, 137]
[103, 104]
[103, 139]
[103, 138]
[104, 139]
[108, 109]
[108, 74]
[109, 75]
[109, 145]
[112, 113]
[112, 148]
[113, 114]
[113, 148]
[114, 115]
[115, 116]
[115, 81]
[116, 117]
[116, 82]
[116, 152]
[117, 118]
[117, 83]
[117, 152]
[118, 84]
[118, 154]
[120, 86]
[125, 91]
[128, 129]
[128, 164]
[129, 164]
[132, 98]
[132, 167]
[136, 137]
[136, 102]
[136, 172]
[137, 138]
[137, 103]
[137, 173]
[137, 172]
[138, 139]
[138, 104]
[138, 173]
[145, 146]
[145, 181]
[145, 180]
[146, 112]
[146, 181]
[148, 114]
[148, 184]
[152, 118]
[152, 188]
[154, 120]
[158, 194]
[164, 200]
[167, 202]
[169, 170]
[169, 204]
[170, 136]
[170, 206]
[172, 173]
[172, 138]
[173, 139]
[180, 181]
[180, 146]
[180, 215]
[181, 217]
[184, 185]
[188, 154]
[192, 158]
[192, 228]
[194, 195]
[194, 230]
[194, 229]
[195, 230]
[197, 198]
[197, 233]
[197, 232]
[198, 164]
[198, 233]
[200, 201]
[201, 202]
[201, 167]
[202, 238]
[204, 170]
[204, 240]
[206, 172]
[213, 214]
[214, 215]
[214, 180]
[215, 181]
[217, 218]
[218, 184]
[228, 229]
[228, 194]
[229, 230]
[229, 195]
[232, 233]
[232, 198]
[238, 204]
[240, 206]
