[0, 1]
[1, 2]
[2, 3]
[2, 38]
[3, 4]
[3, 38]
[4, 5]
[5, 41]
[7, 43]
[7, 42]
[14, 15]
[15, 51]
[19, 54]
[30, 66]
[32, 68]
[34, 69]
[38, 4]
[38, 74]
[38, 73]
[41, 42]
[41, 7]
[41, 76]
[42, 43]
[42, 78]
[43, 78]
[51, 87]
[51, 86]
[60, 96]
[66, 32]
[66, 102]
[66, 101]
[68, 69]
[68, 34]
[68, 104]
[68, 103]
[69, 104]
[72, 73]
[72, 38]
[72, 108]
[73, 74]
[73, 109]
[73, 108]
[74, 109]
[76, 42]
[76, 111]
[85, 86]
[85, 51]
[85, 121]
[86, 87]
[86, 122]
[86, 121]
[87, 122]
[94, 60]
[96, 132]
[96, 131]
[101, 102]
[101, 136]
[102, 103]
[102, 68]
[102, 138]
[103, 104]
[103, 69]
[103, 138]
[108, 109]
[108, 74]
[111, 146]
[116, 117]
[117, 118]
[117, 153]
[118, 119]
[118, 153]
[119, 85]
[119, 155]
[121, 122]
[121, 87]
[121, 156]
[122, 158]
[125, 126]
[126, 162]
[128, 94]
[128, 164]
[128, 163]
[131, 132]
[131, 166]
[136, 102]
[136, 171]
[138, 104]
[138, 174]
[141, 142]
[141, 177]
[142, 108]
[142, 178]
[142, 177]
[146, 181]
[150, 116]
[150, 185]
[153, 119]
[153, 189]
[155, 156]
[155, 121]
[155, 191]
[156, 122]
[156, 192]
[156, 191]
[162, 163]
[162, 128]
[162, 198]
[163, 164]
[163, 198]
[166, 132]
[170, 171]
[170, 136]
[170, 205]
[174, 209]
[177, 178]
[177, 212]
[178, 179]
[178, 214]
[179, 214]
[181, 216]
[185, 221]
[185, 220]
[189, 155]
[189, 224]
[191, 192]
[191, 226]
[192, 158]
[195, 231]
[198, 164]
[198, 234]
[198, 233]
[204, 205]
[204, 170]
[205, 171]
[212, 178]
[220, 221]
[223, 224]
[223, 189]
[226, 192]
[231, 232]
[232, 233]
[232, 198]
[233, 234]
