[0, 36]
[4, 5]
[4, 39]
[5, 6]
[5, 41]
[6, 42]
[6, 41]
[8, 44]
[8, 43]
[12, 13]
[15, 51]
[15, 50]
[26, 27]
[27, 28]
[28, 64]
[36, 2]
[36, 71]
[39, 5]
[39, 75]
[39, 74]
[41, 42]
[41, 77]
[42, 43]
[42, 8]
[42, 78]
[42, 77]
[43, 44]
[43, 78]
[46, 12]
[50, 51]
[50, 86]
[50, 85]
[51, 86]
[55, 56]
[55, 90]
[56, 92]
[58, 59]
[64, 65]
[64, 100]
[65, 100]
[71, 106]
[73, 74]
[73, 39]
[73, 109]
[74, 75]
[74, 110]
[74, 109]
[75, 41]
[75, 110]
[77, 78]
[77, 43]
[77, 112]
[78, 44]
[85, 86]
[85, 51]
[85, 121]
[86, 121]
[90, 56]
[90, 125]
[92, 58]
[92, 127]
[102, 138]
[105, 106]
[105, 71]
[105, 141]
[106, 141]
[109, 110]
[109, 75]
[109, 144]
[112, 78]
[112, 148]
[112, 147]
[115, 150]
[121, 156]
[125, 161]
[127, 163]
[129, 130]
[129, 164]
[130, 131]
[131, 97]
[138, 104]
[138, 174]
[144, 110]
[144, 179]
[147, 148]
[147, 182]
[150, 185]
[152, 153]
[152, 188]
[152, 187]
[153, 154]
[153, 188]
[154, 155]
[155, 156]
[155, 121]
[156, 192]
[161, 127]
[161, 197]
[163, 164]
[163, 129]
[163, 199]
[163, 198]
[164, 130]
[164, 200]
[164, 199]
[168, 169]
[168, 203]
[175, 141]
[175, 210]
[182, 148]
[182, 218]
[182, 217]
[185, 220]
[187, 188]
[187, 153]
[187, 222]
[188, 154]
[192, 228]
[195, 161]
[197, 198]
[197, 163]
[198, 199]
[198, 164]
[198, 234]
[199, 200]
[199, 234]
[200, 201]
[203, 169]
[203, 239]
[207, 243]
[216, 217]
[216, 182]
[217, 218]
[222, 188]
[234, 200]
