[1, 36]
[5, 41]
[5, 40]
[10, 11]
[11, 12]
[11, 47]
[12, 48]
[12, 47]
[14, 49]
[20, 55]
[23, 24]
[23, 59]
[24, 59]
[28, 64]
[31, 66]
[36, 72]
[36, 71]
[39, 40]
[39, 5]
[39, 74]
[40, 41]
[47, 48]
[47, 82]
[48, 49]
[48, 14]
[51, 52]
[51, 87]
[52, 53]
[52, 87]
[55, 91]
[59, 94]
[66, 102]
[66, 101]
[68, 103]
[71, 72]
[72, 108]
[74, 40]
[81, 82]
[81, 47]
[81, 116]
[82, 48]
[87, 53]
[94, 129]
[101, 102]
[101, 136]
[102, 103]
[102, 68]
[102, 138]
[103, 139]
[103, 138]
[108, 74]
[108, 143]
[111, 112]
[111, 147]
[112, 113]
[112, 147]
[113, 149]
[115, 116]
[115, 81]
[115, 151]
[116, 82]
[116, 152]
[116, 151]
[119, 155]
[119, 154]
[121, 87]
[121, 156]
[124, 125]
[124, 160]
[125, 91]
[125, 160]
[128, 129]
[128, 94]
[133, 134]
[133, 169]
[134, 169]
[136, 102]
[136, 172]
[138, 139]
[138, 174]
[139, 174]
[142, 143]
[142, 108]
[143, 179]
[147, 113]
[147, 182]
[149, 115]
[151, 152]
[151, 186]
[154, 155]
[154, 190]
[154, 189]
[155, 156]
[155, 121]
[155, 190]
[160, 196]
[160, 195]
[169, 204]
[172, 138]
[172, 208]
[179, 214]
[186, 152]
[186, 222]
[186, 221]
[189, 190]
[189, 155]
[190, 156]
[195, 196]
[196, 232]
[203, 204]
[203, 169]
[203, 238]
[204, 240]
[208, 174]
[221, 222]
[227, 228]
[237, 238]
[237, 203]
[238, 204]
[240, 241]
