[4, 40]
[6, 42]
[11, 12]
[14, 15]
[14, 50]
[14, 49]
[15, 50]
[17, 18]
[17, 53]
[18, 19]
[18, 54]
[18, 53]
[19, 55]
[19, 54]
[21, 22]
[21, 57]
[21, 56]
[22, 58]
[22, 57]
[24, 25]
[24, 60]
[25, 26]
[25, 60]
[26, 27]
[27, 28]
[40, 6]
[40, 76]
[42, 8]
[42, 78]
[42, 77]
[45, 11]
[45, 80]
[49, 50]
[49, 15]
[50, 86]
[53, 54]
[53, 19]
[54, 55]
[55, 56]
[55, 21]
[56, 57]
[56, 22]
[57, 58]
[57, 93]
[58, 24]
[58, 93]
[60, 26]
[60, 96]
[60, 95]
[65, 66]
[65, 100]
[76, 77]
[76, 42]
[77, 78]
[78, 79]
[79, 80]
[79, 45]
[79, 115]
[80, 116]
[80, 115]
[82, 118]
[82, 117]
[95, 96]
[96, 132]
[98, 99]
[98, 134]
[99, 100]
[99, 65]
[99, 135]
[99, 134]
[100, 66]
[100, 135]
[104, 139]
[109, 145]
[115, 116]
[115, 151]
[115, 150]
[116, 117]
[116, 82]
[116, 152]
[116, 151]
[117, 118]
[117, 152]
[118, 154]
[123, 159]
[123, 158]
[126, 162]
[126, 161]
[132, 98]
[134, 135]
[134, 100]
[134, 170]
[135, 170]
[137, 138]
[137, 173]
[138, 139]
[138, 104]
[138, 173]
[143, 109]
[143, 178]
[145, 146]
[145, 181]
[145, 180]
[146, 181]
[149, 150]
[149, 115]
[149, 185]
[150, 151]
[150, 116]
[150, 185]
[151, 152]
[151, 117]
[151, 187]
[152, 118]
[152, 188]
[152, 187]
[154, 190]
[154, 189]
[157, 158]
[157, 123]
[158, 159]
[158, 194]
[159, 195]
[159, 194]
[161, 162]
[162, 198]
[170, 206]
[173, 139]
[180, 181]
[180, 146]
[181, 217]
[185, 151]
[185, 220]
[187, 188]
[188, 189]
[188, 154]
[189, 190]
[194, 195]
[194, 230]
[194, 229]
[195, 161]
[195, 231]
[195, 230]
[198, 234]
[198, 233]
[201, 237]
[229, 230]
[229, 195]
[230, 231]
[233, 234]
[234, 235]
[235, 201]
