[0, 35]
[4, 5]
[5, 41]
[7, 8]
[15, 16]
[16, 52]
[18, 19]
[19, 20]
[19, 55]
[20, 21]
[20, 56]
[20, 55]
[21, 56]
[23, 24]
[24, 60]
[26, 62]
[26, 61]
[28, 29]
[28, 64]
[29, 30]
[29, 64]
[30, 66]
[35, 71]
[35, 70]
[37, 38]
[37, 72]
[38, 4]
[41, 7]
[41, 77]
[41, 76]
[45, 81]
[45, 80]
[52, 18]
[55, 56]
[55, 21]
[55, 91]
[55, 90]
[56, 91]
[60, 61]
[60, 26]
[60, 96]
[60, 95]
[61, 62]
[61, 97]
[61, 96]
[62, 28]
[62, 98]
[62, 97]
[64, 30]
[70, 71]
[70, 106]
[70, 105]
[71, 72]
[71, 37]
[71, 106]
[72, 38]
[76, 77]
[76, 111]
[77, 78]
[77, 113]
[78, 113]
[80, 81]
[81, 47]
[81, 117]
[85, 86]
[86, 52]
[86, 122]
[90, 91]
[90, 56]
[90, 126]
[91, 126]
[95, 96]
[95, 61]
[95, 130]
[96, 97]
[96, 62]
[96, 132]
[97, 98]
[97, 132]
[98, 64]
[103, 139]
[105, 106]
[105, 71]
[105, 140]
[106, 72]
[111, 77]
[117, 118]
[117, 152]
[124, 90]
[126, 162]
[126, 161]
[130, 96]
[130, 166]
[132, 98]
[132, 168]
[132, 167]
[137, 103]
[137, 173]
[137, 172]
[139, 174]
[140, 106]
[140, 176]
[150, 151]
[150, 185]
[151, 152]
[151, 117]
[152, 118]
[152, 188]
[155, 156]
[155, 191]
[155, 190]
[156, 122]
[156, 191]
[161, 162]
[161, 197]
[162, 198]
[162, 197]
[164, 130]
[164, 199]
[166, 167]
[166, 132]
[166, 202]
[166, 201]
[167, 168]
[167, 203]
[167, 202]
[168, 169]
[168, 203]
[171, 172]
[171, 137]
[172, 173]
[172, 208]
[173, 174]
[173, 139]
[173, 208]
[176, 177]
[176, 211]
[180, 216]
[180, 215]
[182, 183]
[182, 218]
[182, 217]
[183, 184]
[183, 218]
[184, 185]
[184, 150]
[185, 151]
[190, 191]
[190, 156]
[190, 225]
[191, 227]
[193, 194]
[193, 228]
[197, 198]
[198, 199]
[198, 164]
[201, 202]
[201, 167]
[202, 203]
[202, 168]
[203, 169]
[208, 174]
[208, 244]
[208, 243]
[210, 211]
[210, 176]
[211, 177]
[214, 215]
[214, 180]
[215, 216]
[216, 217]
[216, 182]
[217, 218]
[217, 183]
[218, 184]
[222, 188]
[225, 191]
[227, 228]
[227, 193]
[228, 194]
[243, 244]
