[1, 37]
[5, 40]
[9, 45]
[17, 18]
[18, 19]
[19, 55]
[21, 22]
[21, 57]
[22, 58]
[22, 57]
[28, 29]
[28, 64]
[28, 63]
[29, 64]
[31, 32]
[31, 67]
[32, 33]
[32, 67]
[33, 34]
[37, 3]
[40, 76]
[42, 77]
[45, 81]
[45, 80]
[49, 15]
[49, 85]
[55, 21]
[55, 90]
[57, 58]
[63, 64]
[63, 29]
[63, 99]
[64, 100]
[64, 99]
[67, 33]
[67, 102]
[76, 77]
[76, 42]
[80, 81]
[81, 117]
[87, 122]
[95, 61]
[95, 131]
[99, 100]
[99, 135]
[99, 134]
[100, 101]
[100, 135]
[101, 102]
[101, 67]
[101, 137]
[102, 138]
[102, 137]
[104, 139]
[106, 107]
[106, 141]
[107, 143]
[117, 118]
[117, 153]
[117, 152]
[118, 153]
[122, 158]
[122, 157]
[129, 95]
[129, 164]
[131, 132]
[134, 135]
[134, 100]
[134, 169]
[135, 101]
[135, 171]
[137, 138]
[137, 172]
[138, 139]
[138, 104]
[140, 141]
[140, 106]
[140, 176]
[141, 107]
[141, 176]
[143, 144]
[143, 178]
[144, 180]
[146, 181]
[152, 153]
[152, 118]
[152, 188]
[152, 187]
[153, 188]
[157, 158]
[158, 194]
[160, 161]
[160, 195]
[161, 162]
[161, 197]
[162, 163]
[162, 197]
[163, 164]
[163, 129]
[163, 199]
[164, 200]
[164, 199]
[169, 135]
[169, 204]
[171, 172]
[171, 137]
[171, 206]
[172, 138]
[178, 144]
[178, 214]
[180, 181]
[180, 146]
[186, 187]
[186, 152]
[187, 188]
[187, 153]
[188, 224]
[194, 195]
[194, 160]
[194, 230]
[194, 229]
[195, 161]
[195, 230]
[197, 163]
[197, 232]
[199, 200]
[200, 236]
[203, 204]
[203, 169]
[203, 238]
[206, 172]
[214, 180]
[224, 190]
[228, 229]
[228, 194]
[229, 230]
[229, 195]
[236, 237]
[237, 238]
[237, 203]
[238, 204]
[243, 209]
