[7, 42]
[10, 11]
[10, 46]
[10, 45]
[11, 12]
[11, 47]
[11, 46]
[12, 47]
[16, 51]
[19, 20]
[20, 56]
[22, 57]
[24, 60]
[27, 63]
[30, 31]
[30, 66]
[30, 65]
[31, 32]
[31, 66]
[32, 33]
[33, 34]
[33, 69]
[34, 69]
[35, 36]
[36, 72]
[38, 39]
[38, 73]
[39, 5]
[39, 75]
[44, 45]
[44, 10]
[45, 46]
[45, 11]
[46, 47]
[46, 12]
[46, 82]
[47, 83]
[47, 82]
[53, 19]
[53, 89]
[53, 88]
[56, 57]
[56, 22]
[60, 61]
[60, 95]
[61, 27]
[65, 66]
[65, 31]
[65, 101]
[66, 32]
[66, 102]
[66, 101]
[72, 73]
[72, 38]
[73, 39]
[73, 109]
[82, 83]
[82, 118]
[83, 119]
[83, 118]
[85, 51]
[88, 89]
[89, 90]
[89, 125]
[90, 56]
[90, 125]
[94, 95]
[94, 60]
[94, 129]
[95, 61]
[95, 131]
[101, 102]
[102, 103]
[102, 138]
[103, 69]
[103, 138]
[105, 106]
[105, 141]
[106, 72]
[106, 142]
[106, 141]
[109, 75]
[109, 145]
[112, 148]
[116, 82]
[116, 151]
[118, 119]
[118, 154]
[118, 153]
[119, 85]
[119, 155]
[119, 154]
[125, 161]
[129, 95]
[129, 165]
[131, 132]
[132, 133]
[141, 142]
[141, 177]
[142, 177]
[145, 146]
[145, 181]
[146, 112]
[146, 182]
[146, 181]
[148, 184]
[151, 186]
[153, 154]
[153, 119]
[154, 155]
[154, 190]
[155, 156]
[155, 190]
[156, 157]
[157, 193]
[159, 125]
[159, 195]
[161, 196]
[165, 131]
[165, 200]
[177, 213]
[177, 212]
[181, 182]
[181, 216]
[182, 148]
[182, 218]
[190, 156]
[190, 225]
[193, 159]
[193, 228]
[195, 196]
[195, 161]
[195, 230]
[200, 235]
[202, 237]
[204, 170]
[204, 240]
[212, 213]
[216, 182]
[218, 184]
[230, 196]
[240, 241]
[241, 207]
