[1, 2]
[2, 38]
[4, 40]
[7, 43]
[7, 42]
[9, 10]
[9, 45]
[10, 11]
[10, 46]
[10, 45]
[11, 12]
[11, 47]
[11, 46]
[12, 48]
[12, 47]
[15, 51]
[22, 23]
[22, 58]
[23, 59]
[23, 58]
[27, 62]
[31, 67]
[38, 4]
[38, 74]
[40, 76]
[42, 43]
[43, 9]
[43, 79]
[45, 46]
[45, 11]
[45, 81]
[45, 80]
[46, 47]
[46, 12]
[46, 81]
[47, 48]
[47, 83]
[48, 49]
[48, 84]
[48, 83]
[49, 15]
[49, 84]
[51, 86]
[56, 22]
[56, 92]
[56, 91]
[58, 59]
[58, 94]
[59, 60]
[59, 95]
[59, 94]
[60, 61]
[60, 95]
[61, 62]
[61, 27]
[61, 97]
[62, 98]
[62, 97]
[67, 33]
[71, 72]
[71, 106]
[72, 38]
[74, 40]
[76, 42]
[76, 111]
[79, 80]
[79, 45]
[79, 115]
[79, 114]
[80, 81]
[80, 46]
[80, 116]
[80, 115]
[81, 47]
[81, 116]
[83, 84]
[83, 49]
[83, 119]
[83, 118]
[84, 119]
[88, 89]
[88, 123]
[89, 90]
[89, 125]
[90, 91]
[90, 56]
[90, 126]
[90, 125]
[91, 92]
[91, 126]
[92, 58]
[94, 95]
[94, 60]
[94, 130]
[94, 129]
[95, 61]
[95, 130]
[97, 98]
[97, 133]
[97, 132]
[98, 99]
[98, 133]
[106, 72]
[111, 147]
[111, 146]
[114, 115]
[114, 80]
[114, 150]
[115, 116]
[115, 81]
[115, 150]
[116, 152]
[118, 119]
[118, 84]
[123, 89]
[125, 126]
[125, 91]
[125, 160]
[126, 92]
[129, 130]
[129, 95]
[132, 133]
[132, 98]
[132, 168]
[133, 99]
[133, 169]
[133, 168]
[137, 138]
[137, 173]
[137, 172]
[138, 104]
[138, 173]
[143, 178]
[146, 147]
[146, 181]
[147, 148]
[148, 114]
[150, 116]
[150, 185]
[152, 118]
[152, 188]
[152, 187]
[160, 126]
[160, 196]
[168, 169]
[172, 173]
[172, 138]
[175, 176]
[175, 211]
[176, 212]
[176, 211]
[181, 147]
[181, 216]
[185, 221]
[185, 220]
[187, 188]
[187, 223]
[187, 222]
[188, 223]
[190, 191]
[190, 225]
[191, 192]
[192, 228]
[196, 197]
[196, 232]
[197, 198]
[197, 232]
[198, 199]
[199, 200]
[199, 235]
[200, 235]
[206, 172]
[206, 242]
[206, 241]
[211, 212]
[212, 178]
[218, 219]
[219, 220]
[219, 185]
[220, 221]
[221, 222]
[221, 187]
[222, 223]
[222, 188]
[225, 191]
[228, 229]
[229, 230]
[230, 196]
[232, 198]
[238, 239]
[239, 240]
[240, 241]
[240, 206]
[241, 242]
