[1, 36]
[3, 38]
[7, 8]
[8, 9]
[11, 47]
[13, 49]
[17, 18]
[17, 53]
[17, 52]
[18, 53]
[22, 58]
[22, 57]
[25, 26]
[26, 27]
[26, 62]
[27, 28]
[27, 62]
[28, 29]
[29, 30]
[29, 65]
[30, 31]
[30, 66]
[30, 65]
[31, 32]
[31, 66]
[32, 68]
[36, 72]
[41, 7]
[41, 77]
[41, 76]
[47, 13]
[47, 82]
[51, 52]
[51, 17]
[51, 87]
[51, 86]
[52, 53]
[52, 18]
[52, 88]
[52, 87]
[53, 88]
[55, 91]
[55, 90]
[57, 58]
[57, 93]
[57, 92]
[58, 93]
[62, 28]
[62, 97]
[65, 66]
[65, 31]
[66, 32]
[68, 69]
[68, 103]
[70, 36]
[72, 38]
[72, 107]
[76, 77]
[76, 112]
[77, 113]
[77, 112]
[79, 115]
[82, 117]
[86, 87]
[86, 52]
[87, 88]
[87, 53]
[87, 123]
[88, 123]
[90, 91]
[91, 92]
[91, 57]
[91, 127]
[92, 93]
[92, 58]
[92, 128]
[92, 127]
[93, 128]
[103, 69]
[107, 142]
[112, 113]
[113, 79]
[115, 150]
[117, 152]
[119, 154]
[127, 128]
[127, 93]
[128, 164]
[134, 135]
[134, 170]
[135, 171]
[135, 170]
[142, 177]
[152, 188]
[154, 189]
[156, 192]
[164, 165]
[165, 166]
[165, 201]
[166, 201]
[168, 134]
[168, 203]
[170, 171]
[170, 205]
[173, 174]
[173, 209]
[173, 208]
[174, 209]
[176, 177]
[176, 142]
[176, 212]
[177, 213]
[177, 212]
[181, 182]
[181, 217]
[182, 218]
[182, 217]
[188, 189]
[188, 154]
[188, 223]
[194, 195]
[194, 230]
[195, 230]
[201, 237]
[203, 239]
[205, 171]
[205, 241]
[208, 209]
[208, 174]
[212, 213]
[213, 214]
[214, 215]
[215, 181]
[217, 218]
[221, 222]
[222, 223]
[222, 188]
[223, 189]
[233, 234]
[234, 235]
[235, 201]
[237, 203]
[239, 205]
[241, 242]
[242, 208]
