[5, 40]
[14, 50]
[16, 17]
[17, 53]
[19, 54]
[24, 25]
[24, 60]
[24, 59]
[25, 60]
[29, 30]
[30, 31]
[30, 66]
[31, 67]
[31, 66]
[35, 1]
[35, 70]
[40, 76]
[50, 16]
[53, 54]
[53, 19]
[54, 90]
[59, 60]
[59, 25]
[59, 94]
[60, 96]
[63, 29]
[63, 99]
[66, 67]
[67, 68]
[68, 69]
[74, 40]
[76, 77]
[76, 111]
[84, 50]
[87, 53]
[87, 122]
[90, 126]
[92, 128]
[94, 60]
[94, 129]
[96, 97]
[96, 131]
[97, 63]
[99, 100]
[99, 134]
[100, 66]
[111, 77]
[111, 147]
[114, 115]
[114, 150]
[114, 149]
[115, 116]
[115, 151]
[115, 150]
[116, 82]
[116, 152]
[116, 151]
[124, 90]
[126, 92]
[126, 162]
[126, 161]
[128, 129]
[128, 94]
[128, 164]
[129, 165]
[129, 164]
[131, 97]
[134, 100]
[134, 170]
[140, 141]
[143, 144]
[143, 179]
[144, 145]
[144, 180]
[144, 179]
[145, 111]
[145, 180]
[147, 148]
[148, 149]
[148, 114]
[149, 150]
[149, 115]
[150, 151]
[150, 116]
[150, 186]
[151, 152]
[151, 187]
[151, 186]
[152, 187]
[154, 155]
[154, 189]
[155, 156]
[155, 191]
[156, 122]
[156, 192]
[156, 191]
[161, 162]
[161, 196]
[162, 128]
[162, 198]
[164, 165]
[164, 199]
[165, 131]
[165, 201]
[168, 134]
[170, 171]
[170, 206]
[170, 205]
[171, 207]
[171, 206]
[173, 174]
[179, 180]
[179, 145]
[180, 216]
[186, 187]
[186, 152]
[186, 222]
[187, 222]
[189, 155]
[191, 192]
[192, 228]
[194, 195]
[195, 196]
[195, 161]
[196, 162]
[198, 199]
[198, 164]
[199, 165]
[199, 235]
[205, 206]
[205, 171]
[205, 241]
[205, 240]
[206, 207]
[206, 242]
[206, 241]
[207, 173]
[207, 243]
[207, 242]
[210, 211]
[213, 179]
[218, 219]
[228, 194]
[235, 201]
[239, 240]
[239, 205]
[240, 241]
[240, 206]
[241, 242]
[241, 207]
[242, 243]
