[2, 37]
[6, 7]
[6, 42]
[6, 41]
[7, 42]
[12, 13]
[12, 48]
[13, 48]
[17, 18]
[17, 53]
[17, 52]
[18, 54]
[18, 53]
[20, 55]
[23, 58]
[25, 26]
[29, 30]
[29, 65]
[29, 64]
[30, 31]
[30, 66]
[30, 65]
[31, 67]
[31, 66]
[33, 34]
[37, 72]
[39, 40]
[40, 41]
[40, 6]
[40, 76]
[41, 42]
[41, 7]
[41, 76]
[42, 78]
[52, 53]
[52, 18]
[53, 54]
[54, 55]
[54, 20]
[58, 93]
[63, 64]
[63, 29]
[63, 99]
[64, 65]
[64, 30]
[64, 99]
[65, 66]
[65, 31]
[66, 67]
[67, 33]
[70, 106]
[72, 108]
[76, 42]
[78, 114]
[81, 82]
[82, 48]
[92, 93]
[92, 58]
[92, 127]
[93, 129]
[99, 65]
[99, 134]
[104, 139]
[106, 72]
[106, 142]
[108, 143]
[110, 76]
[110, 146]
[110, 145]
[114, 115]
[114, 150]
[115, 81]
[115, 150]
[127, 93]
[127, 163]
[127, 162]
[129, 95]
[129, 165]
[132, 133]
[133, 134]
[133, 99]
[134, 170]
[136, 137]
[136, 172]
[136, 171]
[137, 138]
[137, 173]
[137, 172]
[138, 139]
[138, 104]
[138, 174]
[138, 173]
[139, 174]
[140, 106]
[142, 143]
[142, 108]
[142, 178]
[143, 178]
[145, 146]
[148, 114]
[152, 187]
[161, 162]
[161, 127]
[161, 197]
[161, 196]
[162, 163]
[162, 198]
[162, 197]
[163, 129]
[163, 198]
[165, 166]
[165, 201]
[165, 200]
[166, 132]
[166, 202]
[166, 201]
[170, 171]
[170, 136]
[170, 205]
[171, 172]
[171, 137]
[171, 207]
[172, 173]
[172, 138]
[172, 208]
[172, 207]
[173, 174]
[173, 139]
[173, 209]
[173, 208]
[174, 209]
[178, 214]
[187, 223]
[195, 196]
[195, 161]
[196, 197]
[196, 162]
[196, 232]
[197, 198]
[197, 163]
[197, 232]
[198, 234]
[200, 201]
[200, 166]
[200, 236]
[200, 235]
[201, 202]
[201, 237]
[201, 236]
[202, 203]
[202, 237]
[203, 239]
[205, 171]
[205, 240]
[207, 208]
[207, 173]
[207, 243]
[207, 242]
[208, 209]
[208, 174]
[208, 243]
[210, 211]
[211, 212]
[212, 178]
[223, 189]
[226, 192]
[232, 198]
[234, 235]
[234, 200]
[235, 236]
[235, 201]
[236, 237]
[236, 202]
[237, 203]
[239, 240]
[239, 205]
[242, 243]
[242, 208]
[243, 209]
