[9, 45]
[15, 16]
[16, 17]
[16, 52]
[17, 52]
[20, 21]
[21, 57]
[25, 60]
[29, 65]
[29, 64]
[31, 67]
[31, 66]
[33, 69]
[33, 68]
[36, 71]
[40, 41]
[40, 76]
[41, 77]
[41, 76]
[47, 83]
[47, 82]
[49, 15]
[52, 88]
[52, 87]
[54, 20]
[54, 89]
[57, 93]
[59, 60]
[59, 25]
[59, 95]
[59, 94]
[60, 96]
[60, 95]
[64, 65]
[65, 66]
[65, 31]
[66, 67]
[67, 68]
[67, 33]
[68, 69]
[68, 104]
[69, 104]
[76, 77]
[76, 112]
[76, 111]
[77, 112]
[82, 83]
[82, 117]
[83, 49]
[83, 119]
[86, 87]
[86, 52]
[86, 121]
[87, 88]
[87, 123]
[88, 89]
[88, 54]
[88, 123]
[89, 125]
[93, 94]
[93, 59]
[93, 129]
[94, 95]
[94, 60]
[94, 130]
[94, 129]
[95, 96]
[95, 130]
[96, 97]
[96, 132]
[97, 133]
[97, 132]
[104, 139]
[111, 112]
[111, 77]
[115, 116]
[115, 151]
[115, 150]
[116, 117]
[116, 82]
[116, 152]
[116, 151]
[117, 83]
[117, 152]
[121, 87]
[123, 89]
[123, 159]
[127, 93]
[129, 130]
[129, 95]
[129, 165]
[129, 164]
[130, 96]
[130, 165]
[132, 133]
[132, 167]
[133, 134]
[134, 135]
[134, 170]
[135, 136]
[135, 170]
[136, 172]
[138, 139]
[138, 104]
[138, 174]
[138, 173]
[139, 174]
[140, 141]
[140, 175]
[141, 142]
[142, 143]
[142, 178]
[143, 109]
[143, 179]
[143, 178]
[150, 151]
[150, 116]
[150, 186]
[150, 185]
[151, 152]
[151, 117]
[151, 187]
[151, 186]
[152, 187]
[159, 125]
[159, 194]
[164, 165]
[164, 130]
[164, 200]
[165, 201]
[165, 200]
[167, 133]
[167, 202]
[170, 136]
[172, 173]
[172, 138]
[173, 174]
[173, 139]
[173, 209]
[174, 209]
[175, 141]
[175, 211]
[175, 210]
[178, 179]
[178, 214]
[179, 215]
[179, 214]
[185, 186]
[185, 151]
[185, 221]
[185, 220]
[186, 187]
[186, 152]
[186, 222]
[186, 221]
[187, 222]
[193, 194]
[193, 159]
[197, 198]
[197, 233]
[198, 164]
[198, 233]
[200, 201]
[200, 236]
[201, 202]
[201, 167]
[201, 236]
[202, 238]
[210, 211]
[214, 215]
[220, 221]
[220, 186]
[221, 222]
[221, 187]
[236, 202]
[238, 239]
