[10, 46]
[14, 15]
[14, 50]
[14, 49]
[15, 50]
[18, 19]
[18, 54]
[18, 53]
[19, 55]
[19, 54]
[28, 29]
[28, 63]
[29, 30]
[32, 68]
[32, 67]
[34, 69]
[37, 73]
[40, 41]
[40, 75]
[41, 7]
[41, 77]
[48, 49]
[48, 14]
[48, 84]
[49, 50]
[49, 15]
[49, 84]
[52, 53]
[52, 18]
[52, 87]
[53, 54]
[53, 19]
[53, 89]
[54, 55]
[54, 89]
[59, 60]
[60, 26]
[63, 29]
[63, 99]
[67, 68]
[67, 102]
[68, 69]
[68, 34]
[68, 104]
[69, 104]
[70, 106]
[73, 74]
[73, 109]
[74, 75]
[74, 40]
[74, 109]
[75, 41]
[77, 78]
[78, 79]
[79, 80]
[79, 115]
[80, 46]
[80, 116]
[80, 115]
[84, 50]
[84, 120]
[84, 119]
[87, 53]
[89, 55]
[89, 125]
[97, 63]
[99, 134]
[102, 68]
[102, 138]
[109, 75]
[109, 145]
[115, 116]
[115, 150]
[116, 152]
[119, 120]
[119, 155]
[119, 154]
[120, 156]
[120, 155]
[125, 161]
[125, 160]
[128, 164]
[134, 169]
[136, 102]
[136, 171]
[138, 104]
[138, 173]
[140, 106]
[140, 175]
[145, 146]
[146, 182]
[148, 149]
[148, 183]
[149, 150]
[149, 115]
[150, 116]
[152, 187]
[154, 155]
[154, 120]
[154, 190]
[155, 156]
[155, 190]
[156, 157]
[156, 192]
[157, 193]
[157, 192]
[159, 160]
[159, 125]
[160, 161]
[160, 196]
[161, 196]
[164, 199]
[169, 205]
[169, 204]
[171, 207]
[171, 206]
[173, 209]
[173, 208]
[179, 145]
[179, 214]
[182, 183]
[182, 148]
[183, 149]
[190, 156]
[190, 226]
[192, 193]
[192, 228]
[193, 159]
[193, 229]
[193, 228]
[196, 232]
[196, 231]
[199, 235]
[204, 205]
[205, 206]
[205, 171]
[206, 207]
[207, 208]
[207, 173]
[208, 209]
[226, 192]
[228, 229]
[229, 230]
[230, 231]
[230, 196]
[231, 232]
