[0, 1]
[1, 2]
[2, 3]
[3, 4]
[3, 39]
[4, 39]
[12, 13]
[13, 49]
[18, 54]
[23, 59]
[29, 64]
[32, 33]
[32, 68]
[32, 67]
[33, 69]
[33, 68]
[39, 75]
[43, 9]
[43, 79]
[46, 12]
[46, 81]
[49, 50]
[50, 16]
[54, 55]
[59, 25]
[59, 94]
[64, 100]
[64, 99]
[66, 67]
[66, 32]
[66, 102]
[67, 68]
[67, 33]
[67, 103]
[67, 102]
[68, 69]
[68, 103]
[70, 71]
[70, 105]
[71, 107]
[73, 39]
[73, 109]
[77, 43]
[79, 114]
[88, 54]
[88, 124]
[88, 123]
[93, 94]
[93, 59]
[93, 128]
[94, 130]
[98, 99]
[98, 64]
[98, 133]
[99, 100]
[99, 135]
[100, 66]
[100, 135]
[102, 103]
[102, 68]
[103, 69]
[103, 139]
[105, 71]
[107, 73]
[107, 143]
[107, 142]
[109, 75]
[121, 122]
[121, 157]
[122, 123]
[122, 88]
[122, 157]
[123, 124]
[128, 94]
[130, 131]
[130, 166]
[131, 167]
[131, 166]
[133, 99]
[133, 169]
[142, 143]
[143, 109]
[143, 179]
[148, 114]
[148, 183]
[151, 186]
[157, 123]
[162, 128]
[162, 197]
[166, 167]
[166, 202]
[166, 201]
[167, 133]
[167, 203]
[167, 202]
[169, 135]
[173, 139]
[173, 209]
[175, 211]
[179, 180]
[180, 181]
[180, 216]
[181, 216]
[183, 218]
[185, 186]
[185, 151]
[188, 154]
[188, 223]
[197, 233]
[199, 200]
[200, 201]
[200, 166]
[200, 236]
[201, 202]
[201, 167]
[201, 236]
[202, 203]
[202, 238]
[203, 169]
[203, 238]
[211, 212]
[228, 194]
[233, 199]
[236, 202]
